Time,Patch,ZWZW,ZWZZ,ZWMZ,ZWMM,ZWMW,ZWRW,ZWRZ,ZWMR,ZWRR,ZZZW,ZZZZ,ZZMZ,ZZMM,ZZMW,ZZRW,ZZRZ,ZZMR,ZZRR,MZZW,MZZZ,MZMZ,MZMM,MZMW,MZRW,MZRZ,MZMR,MZRR,MMZW,MMZZ,MMMZ,MMMM,MMMW,MMRW,MMRZ,MMMR,MMRR,MWZW,MWZZ,MWMZ,MWMM,MWMW,MWRW,MWRZ,MWMR,MWRR,RWZW,RWZZ,RWMZ,RWMM,RWMW,RWRW,RWRZ,RWMR,RWRR,RZZW,RZZZ,RZMZ,RZMM,RZMW,RZRW,RZRZ,RZMR,RZRR,MRZW,MRZZ,MRMZ,MRMM,MRMW,MRRW,MRRZ,MRMR,MRRR,RRZW,RRZZ,RRMZ,RRMM,RRMW,RRRW,RRRZ,RRMR,RRRR
132,1,0,0.00482264473639413,0.00112388033031223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69818442053785e-05,0.000386584687249062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,0,0.00438860671011866,0.00102273110058413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91534782268945e-05,0.000351792065396647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,0,0.00399363210620798,0.00093068530153156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2029665186474e-05,0.000320130779510948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,0,0.00363420521664926,0.000846923624393719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55469953196913e-05,0.000291319009354963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,0,0.00330712674715083,0.000770700498198285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96477657409191e-05,0.000265100298513016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,0,0.00300948533990725,0.000701337453360439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42794668242364e-05,0.000241241271646845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0.0027386316593156,0.000638217082557999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93943148100551e-05,0.000219529557198629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,0,0.0024921548099772,0.000580777545127779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49488264771501e-05,0.000199771897050752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,0,0.00226786087707925,0.000528507566066279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09034320942066e-05,0.000181792426316185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,0,0.00206375339814212,0.000480941885120314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7222123205728e-05,0.000165431107947728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,0,0.00187801559230933,0.000437657115459486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38721321172125e-05,0.000150542308232432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,0,0.00170899418900149,0.000398267975068132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08236402266634e-05,0.000136993500491514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,0,0.00155518471199135,0.000362423857312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80495126062637e-05,0.000124664085447277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,0,0.00141521808791213,0.00032980571015392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55250564717e-05,0.000113444317757022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,0,0.00128784846000004,0.000300123196240067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3227801389247e-05,0.00010323432915889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,0,0.00117194209860004,0.000273112108578461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11372992642147e-05,9.39432395345902e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,0,0.00106646730972603,0.0002485320188064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92349423304354e-05,8.54883479764771e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,0,0.00097048525185069,0.000226164137113824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75037975206962e-05,7.77943966585942e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,0,0.000883141579184128,0.00020580936477358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59284557438336e-05,7.07929009593207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,0,0.000803658837057556,0.000187286521943958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44948947268885e-05,6.44215398729818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1,0,0.000731329541722376,0.000170430734969001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31903542014686e-05,5.86236012844135e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1,0,0.000665509882967362,0.000155091968821791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20032223233364e-05,5.33474771688163e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,0,0.0006056139935003,0.00014113369162783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09229323142361e-05,4.85462042236228e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,0,0.000551108734085273,0.000128431659381325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93986840595488e-06,4.41770458434968e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1,0,0.000501508948017598,0.000116872810037006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04528024941894e-06,4.02011117175821e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,0,0.000456373142696014,0.000106354257133676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23120502697123e-06,3.65830116629997e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,0,0.000415299559853373,9.67823739916448e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49039657454382e-06,3.32905406133297e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,0,0.00037792259946657,8.80719603323967e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81626088283488e-06,3.029439195813e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,0,0.000343909565514578,8.0145483902481e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20279740337974e-06,2.75678966818983e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,0,0.000312957704618266,7.29323903512577e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64454563707556e-06,2.50867859805275e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,0,0.000284791511202622,6.63684752196445e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13653652973876e-06,2.282897524228e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,0,0.000259160275194386,6.03953124498765e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67424824206228e-06,2.07743674704748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1,0,0.000235835850426892,5.49597343293876e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25356590027667e-06,1.89046743981321e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1,0,0.000214610623888471,5.00133582397428e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87074496925177e-06,1.72032537023002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1,0,0.000195295667738509,4.55121559981659e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52237792201911e-06,1.56549608690932e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,0,0.000177719057642043,4.1416061958331e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20536390903739e-06,1.42460143908748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,0,0.000161724342454259,3.76886163820812e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91688115722403e-06,1.29638730956961e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,0,0.000147169151633376,3.42966409076939e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65436185307386e-06,1.17971245170834e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1,0,0.000133923927986372,3.12099432260014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41546928629722e-06,1.07353833105459e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1,0,0.000121870774467599,2.84010483356613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19807705053047e-06,9.76919881259677e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,0,0.000110902404765515,2.58449539854518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00025011598272e-06,8.88997091946306e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,0,0.000100921188336618,2.35189081267611e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82022760554428e-06,8.08987353671139e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,0,9.18382813863228e-05,2.14022063953526e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65640712104529e-06,7.36178491840736e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,0,8.35728360615537e-05,1.94760078197709e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50733048015122e-06,6.6992242757507e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1,0,7.60512808160139e-05,1.77231671159915e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37167073693761e-06,6.09629409093314e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,0,6.92066655425727e-05,1.61280820755523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24822037061322e-06,5.54762762274916e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1,0,6.29780656437411e-05,1.46765546887526e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13588053725803e-06,5.04834113670173e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1,0,5.73100397358044e-05,1.33556647667648e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03365128890481e-06,4.59399043439858e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,0,5.2152136159582e-05,1.2153654937756e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40622672903378e-07,4.1805312953027e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,0,4.74584439052197e-05,1.1059825993358e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55966632342074e-07,3.80428347872546e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,0,4.31871839537499e-05,1.00644416539557e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78929635431287e-07,3.46189796564017e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,0,3.93003373979124e-05,9.15864190509973e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08825968242471e-07,3.15032714873255e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,0,3.57633070321003e-05,8.33436413364075e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45031631100649e-07,2.86679770534662e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,0,3.25446093992113e-05,7.58427136161309e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86978784301591e-07,2.60878591186543e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1,0,2.96155945532822e-05,6.90168693906791e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34150693714447e-07,2.37399517979754e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,0,2.69501910434868e-05,6.2805351145518e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86077131280147e-07,2.16033561361576e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1,0,2.4524673849573e-05,5.71528695424214e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42330189464934e-07,1.96590540839034e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1,0,2.23174532031115e-05,5.20091112836034e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0252047241309e-07,1.78897392163521e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1,0,2.03088824148314e-05,4.73282912680791e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66293629895912e-07,1.62796626868804e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,0,1.84810829974966e-05,4.3068745053952e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3332720320528e-07,1.48144930450612e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,0,1.68177855277219e-05,3.91925579990963e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03327754916805e-07,1.34811886710057e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,0,1.53041848302269e-05,3.56652277791777e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76028256974292e-07,1.22678816906152e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1,0,1.39268081955065e-05,3.24553572790517e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51185713846606e-07,1.11637723384598e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1,0,1.26733954579109e-05,2.9534375123937e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28578999600411e-07,1.01590328279984e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1,0,1.15327898666989e-05,2.68762813627827e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08006889636374e-07,9.24471987347857e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,0,1.0494838778696e-05,2.44574160401323e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89286269569101e-07,8.4126950848655e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1,0,9.55030328861339e-06,2.22562485965203e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72250505307882e-07,7.6555525272276e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
